,time,bpm
0,18:25:19:0,82.0
1,18:25:19:5,82.0
2,18:25:20:0,82.0
3,18:25:20:5,82.0
4,18:25:21:0,82.0
5,18:25:21:5,82.0
6,18:25:22:0,82.0
7,18:25:22:5,79.53846153846153
8,18:25:23:0,78.0
9,18:25:23:5,78.0
10,18:25:24:0,78.0
11,18:25:24:5,78.64285714285714
12,18:25:25:0,79.0
13,18:25:25:5,79.0
14,18:25:26:0,79.0
15,18:25:26:5,79.57142857142857
16,18:25:27:0,80.0
17,18:25:27:5,80.0
18,18:25:28:0,80.0
19,18:25:28:5,79.35714285714286
20,18:25:29:0,79.0
